INPUT:id_left	INPUT:id_right	INPUT:json_left	INPUT:json_right	OUTPUT:result	OUTPUT:comments	GOLDEN:result	GOLDEN:comments	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
													
section-2864742	section-2865627	"{""sections"":[{""person"":{""name_raw"":""Мегалинский В.А."",""role"":""Главный специалист-эксперт по вопросам мобилизационной подготовки и гражданской обороны""},""incomes"":[{""size"":813025},{""size"":182400,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м Тойота «Ленд-Крузер»"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":46,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":214,""type_raw"":""Нежилое помещение-баня"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Магаданская область"",""office_id"":4758}]}"	"{""sections"":[{""person"":{""name_raw"":""Мегалинский В.А."",""role"":""Главный специалист-эксперт специалист по вопросам мобилизационной подготовки и гражданской обороны""},""incomes"":[{""size"":3809484},{""size"":559973,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м Toyota Land cruiser prado"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":151,""type_raw"":""Нежилое помещение-баня"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Управление Федерального казначейства Магаданская область"",""office_id"":4758}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d14ffaa09423cde0b9be	0000094339--5fb8d14ffaa09423cde0b9be	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:35:27.908
													
section-1908029	section-4579081	"{""sections"":[{""person"":{""name_raw"":""Бойнес Юрий Мендельевич"",""role"":""Глава района замещающий должность председателя Представительного Собрания района""},""incomes"":[{""size"":812723},{""size"":229791,""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Междуреченский район"",""office_id"":3109}]}"	"{""sections"":[{""person"":{""name_raw"":""Бойнес Юрий Мендельевич"",""role"":""Глава района замещающий должность председателя Представительного Собрания района""},""incomes"":[{""size"":916204},{""size"":140962,""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2019"",""source"":""disclosures"",""office"":""Междуреченский район"",""office_id"":3109}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d160330c242ad33787d7	0000094339--5fb8d160330c242ad33787d7	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:35:44.145
													
section-256524	section-256419	"{""sections"":[{""person"":{""name_raw"":""Живоленкова Ирина Алексеевна"",""department"":""Специалист 1 категории по работе сектора по организационным, кадровым вопросам, контролю, взаимодействию с муниципальными образованиями""},""incomes"":[{""size"":254466}],""real_estates"":[{""square"":679,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":99,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Дубовский район"",""office_id"":1631}]}"	"{""sections"":[{""person"":{""name_raw"":""Живоленкова Ирина Алексеевна"",""role"":""специалист первой категории по противодействию коррупции""},""incomes"":[{""size"":273687}],""real_estates"":[{""square"":679,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":99,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Дубовский район"",""office_id"":1631}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1715eb22f70099c3080	0000094339--5fb8d1715eb22f70099c3080	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:36:01.445
													
section-3286185	section-3286302	"{""sections"":[{""person"":{""name_raw"":""Бредищев Андрей Олегович"",""role"":""Начальник отдела""},""incomes"":[{""size"":413222}],""real_estates"":[{""square"":32,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Территориальный орган Федеральной службы государственной статистики Краснодарский край и Республика Адыгея"",""office_id"":4987}]}"	"{""sections"":[{""person"":{""name_raw"":""Бредищев Андрей Олегович"",""role"":""Начальник отдела""},""incomes"":[{""size"":473474},{""size"":83848,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль легковой\nRENAULT LOGAN\nиндивидуальная""}],""real_estates"":[{""square"":32,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":32,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Территориальный орган Федеральной службы государственной статистики Краснодарский край и Республика Адыгея"",""office_id"":4987}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d17b5eb22f70099c30a3	0000094339--5fb8d17b5eb22f70099c30a3	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:36:11.594
													
section-2483985	section-2483408	"{""sections"":[{""person"":{""name_raw"":""Сандыкчап Лилия Киимовна"",""role"":""Главный специалист- эксперт""},""incomes"":[{""size"":209000},{""size"":379300,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Легковой Тойота\n\nHilix-Surf"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":336,""type_raw"":""- земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":67,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2010"",""source"":""disclosures"",""office"":""Управление Роспотребнадзора Республика Тува (Тыва)"",""office_id"":4482}]}"	"{""sections"":[{""person"":{""name_raw"":""Сандыкчап Лилия Киимовна"",""role"":""Главный специалист- эксперт""},""incomes"":[{""size"":2900},{""size"":530900,""relative"":""супруг(а)""},{""size"":139600,""relative"":""ребенок""}],""vehicles"":[{""text"":""Легковой ToyotaNADIA""}],""real_estates"":[{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":68,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""Управление Роспотребнадзора Республика Тува (Тыва)"",""office_id"":4482}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d18b5eb22f70099c30e4	0000094339--5fb8d18b5eb22f70099c30e4	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:36:27.977
													
section-322856	section-322944	"{""sections"":[{""person"":{""name_raw"":""Горшколепова Н.П."",""role"":""главный специалист сектора экономики и финансов""},""incomes"":[{""size"":376046},{""size"":228627,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""ВАЗ-111130\nKIA RIO"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":85000,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":2945,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":43,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":85000,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":3694,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Тарасовский район"",""office_id"":1659}]}"	"{""sections"":[{""person"":{""name_raw"":""Горшколепова Н.П."",""role"":""главный специалист сектора экономики и финансов""},""incomes"":[{""size"":444050},{""size"":195252,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""ВАЗ-111130\nKIA RIO"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":85000,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":2945,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":43,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":3694,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":85000,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":3694,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Тарасовский район"",""office_id"":1659}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d19b330c242ad3378884	0000094339--5fb8d19b330c242ad3378884	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:36:43.427
													
section-2408189	section-2413133	"{""sections"":[{""person"":{""name_raw"":""Юдченко В.В."",""role"":""младший инспектор группы надзора отдела безопасности"",""department"":""ФКУ ИК-1 УФСИН России по Оренбургской области""},""incomes"":[{""size"":209242}],""vehicles"":[{""text"":""автомобиль легковойВАЗ 2107""}],""real_estates"":[{""square"":55,""type_raw"":""жилой дом (пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""жилой дом (пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""жилой дом (пользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2011"",""source"":""disclosures"",""office"":""УФСИН Оренбургская область"",""office_id"":3946}]}"	"{""sections"":[{""person"":{""name_raw"":""Юдченко В.В."",""role"":""младший инспектор группы надзора отдела безопасности"",""department"":""ФКУ ИК-1 УФСИН России по Оренбургской области""},""incomes"":[{""size"":234497}],""vehicles"":[{""text"":""легковой автомобиль ВАЗ 2107""}],""real_estates"":[{""square"":55,""type_raw"":""жилой дом (пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""жилой дом (пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":55,""type_raw"":""жилой дом (пользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""УФСИН Оренбургская область"",""office_id"":3946}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1a15eb22f70099c3139	0000094339--5fb8d1a15eb22f70099c3139	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:36:49.554
													
section-2583934	section-2586115	"{""sections"":[{""person"":{""name_raw"":""Росихин В.В."",""role"":""Оперативный дежурный"",""department"":""ФКУ ИК-9 ГУФСИН России по Ростовской области""},""incomes"":[{""size"":301700},{""size"":120000,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""ВАЗ-2107""}],""real_estates"":[{""square"":46,""type_raw"":""Жилой дом (пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""Жилой дом (пользование)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""Жилой дом (пользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2009"",""source"":""disclosures"",""office"":""ГУФСИН Ростовская область"",""office_id"":3952}]}"	"{""sections"":[{""person"":{""name_raw"":""Росихин Виктор Викторович"",""role"":""Оперативный дежурный дежурной части отдела безопасности""},""incomes"":[{""size"":301700},{""size"":120000,""relative"":""супруг(а)""},{""size"":0,""relative"":""ребенок""}],""vehicles"":[{""text"":""ВАЗ-2107""}],""real_estates"":[{""square"":46,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":46,""type_raw"":""Жилой дом"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2009"",""source"":""disclosures"",""office"":""ГУФСИН Ростовская область"",""office_id"":3952}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1a5330c242ad33788ab	0000094339--5fb8d1a5330c242ad33788ab	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:36:53.617
													
section-4536978	section-4537126	"{""sections"":[{""person"":{""name_raw"":""Ибашев Тахир Анварович""},""incomes"":[{""size"":0},{""size"":780050,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль Субару Импреза Автомобиль Хонда SBR""}],""real_estates"":[{""square"":59,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":19,""type_raw"":""Гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":43,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Владивосток - городской округ"",""office_id"":2625}]}"	"{""sections"":[{""person"":{""name_raw"":""Ибашев Тахир Анварович""},""incomes"":[{""size"":390086},{""size"":780050,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Автомобиль Субару Импреза Мотоцикл Хонда SBR600RR""},{""text"":""Перечень объектов недвижимого имущества и транспортных средств, принадлежащих на праве собственности"",""relative"":""супруг(а)""},{""text"":""транспортные средства"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":59,""type_raw"":""Квартира (1/2 доля)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":19,""type_raw"":""Гараж"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":43,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""type_raw"":""Перечень объектов недвижимого имущества и транспортных средств, принадлежащих на праве собственности"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Неизвестное государство""},{""type_raw"":""Перечень объектов недвижимого имущества, находящихся в пользовании"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Неизвестное государство""},{""type_raw"":""вид объектов недвижимости"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Неизвестное государство""},{""type_raw"":""вид объектов недвижимости"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Неизвестное государство""}],""year"":""2018"",""source"":""disclosures"",""office"":""Владивосток - городской округ"",""office_id"":2625}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1ad330c242ad33788c7	0000094339--5fb8d1ad330c242ad33788c7	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:37:01.522
													
section-3228873	section-3228175	"{""sections"":[{""person"":{""name_raw"":""Тёркин А.А."",""role"":""Начальник центра"",""department"":""Федеральное казенное учреждение «Центр управления в кризисных ситуациях Главного управления МЧС России по Новгородской области»""},""incomes"":[{""size"":1050200},{""size"":0,""relative"":""ребенок""}],""vehicles"":[{""text"":""автомобиль легковой РЕНОЛ Дастер (индивидуальная) \n\nЗАЗ 1102 «Таврия» (индивидуальная)\n\nАвтоприцеп «Нефаз» (индивидуальная)""}],""real_estates"":[{""square"":73,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":73,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""ГУ МЧС Новгородская область"",""office_id"":4159}]}"	"{""sections"":[{""person"":{""name_raw"":""Тёркин А.А."",""role"":""Начальник центра"",""department"":""Федеральное казенное учреждение «Центр управления в кризисных ситуациях Главного управления МЧС России по Новгородской области»""},""incomes"":[{""size"":1328227}],""vehicles"":[{""text"":""автомобиль легковой РЕНО Дастер (индивидуальная) \n\nЗАЗ 1102 «Таврия» (индивидуальная)\n\nАвтоприцеп «Нефаз» (индивидуальная)""}],""real_estates"":[{""square"":73,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""ГУ МЧС Новгородская область"",""office_id"":4159}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1bb5eb22f70099c319f	0000094339--5fb8d1bb5eb22f70099c319f	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:37:15.874
													
section-1802934	section-1572403	"{""sections"":[{""person"":{""name_raw"":""Тимашинов А.Ю.""},""incomes"":[{""size"":808700}],""vehicles"":[{""text"":""а/м легковой Хендэ Санта Фе 2008 г.,\nа/м легковой Ниссан Альмера 2004 г.,\nТойота Лэнд Крузер Прадо 2003 г.,\nмотоцикл Ямаха ЮБР 125 2008 г.""},{""text"":""а/м ХЭНДЭ Акцент 2004 г."",""relative"":""супруг(а)""}],""real_estates"":[{""square"":547,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":59,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":48,""type_raw"":""жилое строение"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":45,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":59,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450}]}"	"{""sections"":[{""person"":{""name_raw"":""Тимашинов А.Ю.""},""incomes"":[{""size"":2210889}],""vehicles"":[{""text"":""а/м легковой Ниссан Альмера""},{""text"":""а/м легковой Тойота Лэнд Крузер Прадо 150""},{""text"":""мотоцикл Ямаха ЮБР 125""},{""text"":""а/м легковой Форд Фокус"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":547,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":59,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":48,""type_raw"":""жилой дом"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":45,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":40,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":59,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2017"",""source"":""disclosures"",""office"":""Министерство обороны"",""office_id"":450}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1c1330c242ad337890e	0000094339--5fb8d1c1330c242ad337890e	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:37:21.815
													
section-726560	section-726602	"{""sections"":[{""person"":{""name_raw"":""Босомыкина Людмила Эдуардовна"",""role"":""Депутат Совета депутатов Можайского муниципального района""},""incomes"":[{""size"":774971},{""size"":260430,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Не имею""},{""text"":""Легковой автомобиль\nУАЗ 469Б\nСельскохозяйственная техника –\nТрактор Т-25\nИные транспортные средства \nПрицеп 1ПТС-2"",""relative"":""супруг(а)""}],""real_estates"":[{""square"":1200,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""type_raw"":""Не имею"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2015"",""source"":""disclosures"",""office"":""Можайский - городской округ"",""office_id"":1493}]}"	"{""sections"":[{""person"":{""name_raw"":""Босомыкина Людмила Эдуардовна"",""role"":""Депутат Совета депутатов Можайского муниципального района""},""incomes"":[{""size"":1133038},{""size"":260059,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""Не имею""}],""real_estates"":[{""square"":1200,""type_raw"":""Земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""type_raw"":""Не имею"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Можайский - городской округ"",""office_id"":1493}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1cd5eb22f70099c31da	0000094339--5fb8d1cd5eb22f70099c31da	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:37:33.582
													
section-47949	section-4939	"{""sections"":[{""person"":{""name_raw"":""Уксов В.И."",""role"":""Заместитель начальника управления""},""incomes"":[{""size"":345813},{""size"":345813,""relative"":""супруг(а)""}],""vehicles"":[{""text"":""а/м ВАЗ 2107, а/м Шеврале Орланто""}],""real_estates"":[{""square"":600,""type_raw"":""Земельный участок\n(индивидуальная)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""Квартира\n(безвозмездное пользование)"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""Квартира\n(индивидуальная)"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""Квартира (безвозмездное\nпользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""Квартира (безвозмездное\nпользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""Квартира (безвозмездное\nпользование)"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2012"",""source"":""disclosures"",""office"":""Федеральная миграционная служба"",""office_id"":7}]}"	"{""sections"":[{""person"":{""name_raw"":""Уксов В.И."",""role"":""Заместитель начальника Управления сбора и обработки информационных ресурсов ГАС «Выборы»""},""incomes"":[{""size"":1144943}],""vehicles"":[{""text"":""автомобиль\nШевроле-Орландо""}],""real_estates"":[{""square"":600,""type_raw"":""земельный участок"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":44,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""},{""square"":54,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""ребенок"",""country_raw"":""Россия""}],""year"":""2013"",""source"":""disclosures"",""office"":""Центральная избирательная комиссия"",""office_id"":3}]}"	YES	Разные организации, но машины и  недвижимость явно пересекаются				https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d1d25eb22f70099c31f5	0000094339--5fb8d1d25eb22f70099c31f5	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:37:38.498
													
section-2152801	section-2154801	"{""sections"":[{""person"":{""name_raw"":""Шутёнок Т.Н."",""role"":""Руководитель муниципального общеобразовательного учре- ждения гимназия № 9""},""incomes"":[{""size"":1308330}],""real_estates"":[{""square"":50,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2016"",""source"":""disclosures"",""office"":""Комсомольск-на-Амуре - городской округ"",""office_id"":2481}]}"	"{""sections"":[{""person"":{""name_raw"":""Шутёнок Т.Н."",""role"":""Руководитель муниципального общеобразова- тельного учреждения гимназия № 9""},""incomes"":[{""size"":883560}],""real_estates"":[{""square"":50,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Комсомольск-на-Амуре - городской округ"",""office_id"":2481}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d224faa09423cde0bcc4	0000094339--5fb8d224faa09423cde0bcc4	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:39:00.939
													
section-1908047	section-4579081	"{""sections"":[{""person"":{""name_raw"":""Бойнес Юрий Мендельевич"",""role"":""Глава района замещающий должность председателя Представительного Собрания района""},""incomes"":[{""size"":804371},{""size"":205115,""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2018"",""source"":""disclosures"",""office"":""Междуреченский район"",""office_id"":3109}]}"	"{""sections"":[{""person"":{""name_raw"":""Бойнес Юрий Мендельевич"",""role"":""Глава района замещающий должность председателя Представительного Собрания района""},""incomes"":[{""size"":916204},{""size"":140962,""relative"":""супруг(а)""}],""real_estates"":[{""square"":51,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""country_raw"":""Россия""},{""square"":51,""type_raw"":""Квартира"",""owntype_raw"":""В собственности"",""relative"":""супруг(а)"",""country_raw"":""Россия""}],""year"":""2019"",""source"":""disclosures"",""office"":""Междуреченский район"",""office_id"":3109}]}"	YES					https://sandbox.toloka.yandex.com/task/607033/0000094339--5fb8d22f5eb22f70099c33a5	0000094339--5fb8d22f5eb22f70099c33a5	dbb19e3ca41ef4f8525cdbee94191a38	APPROVED	2020-11-21T08:39:11.870
													
