Id	Name	2016	|2016|	2017	|2017|	2018	|2018|	2019	|2019|	2020	|2020|	Q1	PI	D1	V2	|V2|
20470	Сяськелевское сельское поселение	544838.0	10	-1	0	691925	11	-1	0	652579	7	1,51	16	19	3,33	13
20471	Кировское сельское поселение	320935	15	-1	0	390048.5	8	416603.5	8	-1	0	0,98	14	29	1,5	2
20472	Петровское сельское поселение	653511	17	616566.5	8	653176.0	12	627921.5	6	-1	0	1,48	14	-3	0,33	20
20474	Запорожское сельское поселение	589171.5	14	628618.0	16	697433	23	548815.5	8	753140.5	6	1,74	16	27	2,25	31
20477	Опольевское сельское поселение	-1	0	646344	11	590274.0	14	629083.0	6	1065584	9	2,46	13	64	3,29	22
20478	Ёгольское сельское поселение	353536	11	359301.5	12	373638	11	-1	0	-1	0	0,94	7	5	0,33	29
20482	Дударевское сельское поселение	328682.0	16	501440.0	20	550775	15	382716.5	20	463584	9	1,07	16	41	0,0	52
20485	Густомойский сельсовет	-1	0	189751.0	12	269433.0	6	-1	0	-1	0	0,67	4	41	4,54	10
20486	Дальне-Закорское муниципальное образование	406030.0	10	392350	11	534395.0	10	586550.0	6	-1	0	1,38	14	44	2,75	24
20487	Даховское сельское поселение	240387	9	267181	9	280766	19	315388.5	14	391387	15	0,9	16	62	0,0	37
20488	Дзержинское сельское поселение	383176.0	14	436953.5	14	460187	17	559227.5	8	683365	7	1,58	16	78	2,08	38
20490	Евстратовское сельское поселение	258275	43	306684	35	343987	41	386287	33	592822.0	6	1,37	16	129	2,0	87
20491	Едровское сельское поселение	297079	13	304670.0	12	308542.0	12	435168.5	12	557248.5	6	1,29	16	87	2,25	37
20492	Екатериновское сельское поселение Матвеево-Курганского района Ростовской области	395851	9	388088.5	16	547825.5	16	307215	7	-1	0	0,72	14	-22	0,92	24
20493	Елховоозёрское сельское поселение	238094.0	10	227480	9	-1	0	-1	0	-1	0	0,59	3	-4	1,17	8
20496	Жирковское сельское поселение	341693.0	10	359297	7	399101.0	8	-1	0	-1	0	1,0	7	16	2,5	18
20498	Заволжское сельское поселение	393156.0	12	498001	21	468647.5	20	483779.5	10	642987	11	1,49	16	63	2,92	48
20500	Заклинское сельское поселение	668288.5	22	507011.5	8	605583	17	522701.5	16	542764.5	10	1,25	16	-18	3,0	31
20503	Манычское сельское поселение	253828	9	262142	17	301632	13	269769.0	16	348696	17	0,81	16	37	0,0	33
20504	Манычское сельское поселение	350124.0	10	353357.5	10	356369.0	10	-1	0	-1	0	0,89	7	1	1,12	20
20505	Лопухинское сельское поселение	488759	15	591087.5	10	658834.0	18	769288.5	12	915145.0	10	2,11	16	87	3,0	36
20506	Лосевское сельское поселение	215699	33	-1	0	310329.0	16	-1	0	280000	15	0,65	16	29	0,75	13
20507	Лубянское сельское поселение	-1	0	-1	0	414820	9	477457.5	10	531008	9	1,23	8	28	2,33	21
20508	Любницкое сельское поселение	-1	0	282131.5	10	403033.5	10	-1	0	-1	0	1,01	4	42	2,25	12
20511	Ляховское сельское поселение	403216.0	12	378069	15	425718	13	-1	0	-1	0	1,07	7	5	1,33	30
20512	Майское сельское поселение	361578	15	-1	0	420890.0	8	-1	0	-1	0	1,05	7	16	None	None
20513	Макаровский сельсовет	435271	23	616164	13	608646.0	12	572800	11	-1	0	1,35	14	31	0,33	31
20516	Нурминское сельское поселение	-1	0	-1	0	432000	11	-1	0	824400	7	1,9	8	90	0,67	11
20519	Кузяновский сельсовет	184343	9	275121.0	8	486442.0	8	-1	0	-1	0	1,22	7	163	4,0	18
20520	Кузёмкинское сельское поселение	538856	9	780433.5	6	599931.5	6	678946	13	-1	0	1,6	14	25	2,92	18
20521	Куйвозовское сельское поселение	688585.0	20	858307.0	20	948995.5	16	1149039.0	14	1350181	13	3,12	16	96	5,33	41
20524	Култаевское сельское поселение	454133	23	480427	21	588149	17	385821.5	6	-1	0	0,91	14	-15	1,88	32
20528	Куршавский сельсовет	305881.0	16	300448.5	16	352830.0	16	493220	7	-1	0	1,16	14	61	2,83	40
20529	Кусинское сельское поселение	406451	15	432503.5	18	414373.0	14	555671	19	-1	0	1,31	14	36	0,83	39
20530	Кутейниковское сельское поселение	272999	7	-1	0	342825.5	8	272295.5	8	-1	0	0,64	14	0	0,75	12
20531	Лаптевское сельское поселение	468770	7	287082	7	-1	0	-1	0	-1	0	0,75	3	-38	0,08	12
20533	Лесновское сельское поселение	466091.5	14	563057.0	12	577194.5	10	-1	0	-1	0	1,45	7	23	0,92	26
20534	Летнеставочный сельсовет	421778	19	551330	11	731979.0	14	509969.0	6	-1	0	1,2	14	20	3,17	22
20535	Линецкий сельсовет	233078	9	231529.0	8	450786.5	14	-1	0	-1	0	1,13	7	93	3,33	17
20539	Старокучергановский сельсовет	464750	11	503909	11	475959.0	18	493329.0	6	-1	0	1,16	14	6	2,67	25
20543	Стодолищенское сельское поселение	224221	15	292416.5	14	295957.5	14	-1	0	-1	0	0,74	7	31	-0,67	31
20545	Страшевичское сельское поселение	280347	9	305117.0	8	-1	0	-1	0	-1	0	0,8	3	8	1,0	15
20546	Студенокский сельсовет	470080.0	14	394212.0	12	-1	0	-1	0	-1	0	1,03	3	-16	5,83	14
20547	Суворовский сельсовет	462589	25	459863	23	508310	23	639286	13	-1	0	1,51	14	38	2,0	41
20549	Сулукское сельское поселение	-1	0	373460	11	464396.0	8	-1	0	-1	0	1,16	4	24	6,25	5
20557	Тельмановское сельское поселение	-1	0	905895.0	18	1388769	19	-1	0	1310634	7	3,03	13	44	5,0	17
20558	Тенистовское сельское поселение	-1	0	292818.0	16	359812	9	390794.5	10	461770	11	1,07	13	57	1,25	24
20561	Терский сельсовет	267029	17	295461	17	409172.0	14	330193	7	-1	0	0,78	14	23	1,5	35
20563	Тогодское сельское поселение	152410	9	216230.0	8	265622	9	-1	0	-1	0	0,67	7	74	1,38	18
20565	Торковичское сельское поселение	467574.0	10	513069	11	564541	11	627446.5	8	638507.5	8	1,48	16	36	1,5	36
20566	Тренёвское сельское поселение	272478	9	336707	19	346687	9	-1	0	-1	0	0,87	7	27	0,0	18
20567	Троицкий сельсовет	293131.0	8	-1	0	302320.0	8	-1	0	-1	0	0,76	7	3	1,0	11
20569	Трубичинское сельское поселение	-1	0	-1	0	759162	17	-1	0	721460.0	8	1,67	8	-4	0,17	9
20570	Трубникоборское сельское поселение	397391	7	452060.0	16	499114.0	20	549453	7	605895	7	1,4	16	52	1,71	34
20572	Турбинное сельское поселение	-1	0	304586.5	8	358005	9	-1	0	-1	0	0,9	4	17	0,5	15
20575	Урман-Бишкадакский сельсовет	316853	13	-1	0	411592.0	14	-1	0	-1	0	1,03	7	29	1,67	18
20576	Усть-Лужское сельское поселение	-1	0	-1	0	908954.0	12	973728	7	950225.0	6	2,2	8	4	2,0	13
20578	Федорковское сельское поселение	362184.0	18	271769.5	14	352407	15	386679	7	-1	0	0,91	14	6	1,71	36
20587	Шабердинское сельское поселение	458742.5	10	390400	9	-1	0	-1	0	-1	0	1,02	3	-14	0,0	9
20589	Шаталовское сельское поселение	327940.5	22	300728	23	359470.5	20	-1	0	-1	0	0,9	7	9	0,75	44
20590	Шепсинское сельское поселение	-1	0	372097	15	348906	13	468112.5	16	549570	15	1,27	13	47	2,33	33
20592	Шумское сельское поселение	440850	9	514214	7	684000.0	18	868327	13	1028291	11	2,38	16	133	9,5	29
20593	Щегловское сельское поселение	559941	17	637235.5	22	665598	9	727615.0	20	789153	15	1,82	16	40	3,17	44
20595	Этокский сельсовет	477863.0	16	480098.5	16	634023	17	657512	9	-1	0	1,55	14	37	2,0	35
20596	Юкковское сельское поселение	523145.5	10	-1	0	1091129	19	1110012	13	1220172	11	2,82	16	133	2,75	22
20600	Якшурское сельское поселение	416827	11	558976	11	-1	0	-1	0	-1	0	1,46	3	34	2,67	11
20601	Янурусовский сельсовет	224704.5	12	-1	0	354232.5	8	-1	0	-1	0	0,89	7	57	0,5	6
20602	Ясногорский сельсовет	263036	13	225782	13	273218.5	12	-1	0	-1	0	0,68	7	3	1,29	30
20603	Дворищинское сельское поселение	268343	7	287123.5	6	390729	7	-1	0	-1	0	0,98	7	45	1,08	14
20605	Агалатовское сельское поселение	843070.5	34	808982	11	869896.5	24	1038218	17	1048988	17	2,42	16	24	2,08	56
20607	Лаголовское сельское поселение	-1	0	780118	7	693506	19	685104	13	743592	11	1,72	13	-4	0,21	20
20608	Остахновское сельское поселение	345386	11	377970	13	371437.5	10	377314.0	6	-1	0	0,89	14	9	-0,17	23
20609	Борское сельское поселение	403467.5	14	481810.0	6	660341.0	16	747865	7	756920	7	1,75	16	87	4,17	22
20612	Лесколовское сельское поселение	-1	0	-1	0	-1	0	1021233.5	6	1174087	7	2,71	2	14	19,5	5
20616	Большесельское сельское поселение	462645.5	14	447959.0	12	464538	11	645723	13	650482	13	1,5	16	40	0,29	42
20622	Бережковское сельское поселение	327193	9	446049.5	16	659592.5	14	627480	9	-1	0	1,48	14	91	2,67	27
20623	Вындиноостровское сельское поселение	555192	15	505223	15	545839	15	481456	9	745370	9	1,72	16	34	3,58	40
20624	Иссадское сельское поселение	-1	0	498296	7	578107	7	706085.5	6	785180	7	1,81	13	57	4,0	17
20625	Колчановское сельское поселение	483738.5	8	523428	7	569457	7	-1	0	-1	0	1,43	7	17	3,25	11
20626	Пашское сельское поселение	498368.0	20	544101.0	16	747903	17	-1	0	-1	0	1,87	7	50	1,67	31
20627	Потанинское сельское поселение	-1	0	450154.5	16	512554	17	630660.5	10	635464	7	1,47	13	41	1,75	35
20628	Свирицкое сельское поселение	356209	7	273876	9	311460.0	10	413855	7	435174	9	1,01	16	22	2,12	16
20630	Селивановское сельское поселение	513052	15	486238	7	541845	7	604652.0	6	681722.5	6	1,57	16	32	3,67	23
20631	Усадищенское сельское поселение	371989	11	427109.5	20	534675.0	20	-1	0	620990	7	1,43	16	66	2,96	34
20633	Хваловское сельское поселение	290476	7	284127.5	22	-1	0	-1	0	-1	0	0,74	3	-2	2,0	21
20634	Сельское поселение Поречье-Рыбное	254846.5	8	317791.0	8	370134.0	6	-1	0	-1	0	0,93	7	45	6,0	13
20635	Гореловское сельское поселение	196472.0	18	258610.0	16	306334	21	303352.5	16	413126	21	0,95	16	110	3,0	51
20637	Янегское сельское поселение	321956.0	18	336587.0	18	534132	15	449345.5	10	-1	0	1,06	14	39	2,0	34
20639	Алёховщинское сельское поселение	465192.5	20	512310	21	-1	0	-1	0	-1	0	1,34	3	10	2,17	20
20652	Сельское поселение «Деревня Михальчуково»	630528	7	540120	7	507089	7	-1	0	-1	0	1,27	7	-19	5,75	18
20655	Сельское поселение «Деревня Тростье»	291685	9	284151	9	366262.5	8	-1	0	-1	0	0,92	7	25	2,0	19
20657	Сельское поселение «Посёлок Детчино»	499377.5	10	601612	9	562415.5	8	652221.5	16	732008.5	10	1,69	16	46	3,0	22
20659	Сельское поселение «Село Бабынино»	-1	0	287699.5	6	305527	7	333017.0	6	424136.5	12	0,98	13	47	1,83	22
20684	Серноводский сельсовет	319678.0	8	207452	13	330582	15	397653.5	10	-1	0	0,94	14	24	3,0	28
20685	Спицевский сельсовет	-1	0	316871	11	429965	7	-1	0	-1	0	1,08	4	35	None	None
20690	Ширяевское сельское поселение	-1	0	-1	0	324933.5	10	284540.0	28	354809.0	8	0,82	8	9	0,0	18
20695	Большеивановское сельское поселение	369792	13	362389.5	12	374991	11	-1	0	621686.5	6	1,44	16	68	0,67	21
20696	Александровское сельское поселение	-1	0	-1	0	267943.0	10	263207	11	-1	0	0,62	6	-1	0,5	23
20705	Овсянковский сельсовет	395332.0	14	412786.0	14	386272.0	16	401315.5	6	404561.5	6	0,93	16	2	1,33	31
20708	Каратузский сельсовет	414177.0	12	556096	15	452341	15	443699	9	586844.0	8	1,36	16	41	3,25	37
20716	Мокрушинский сельсовет	-1	0	336773.0	8	491364.5	8	-1	0	-1	0	1,23	4	45	2,0	11
20717	Момотовский сельсовет	-1	0	-1	0	329024	9	-1	0	387872	9	0,9	8	17	0,0	1
20719	Отношенский сельсовет	-1	0	485055.0	6	551131.0	8	-1	0	340447	7	0,79	13	-29	3,62	6
20721	Рождественский сельсовет	-1	0	-1	0	462014	9	-1	0	441768.0	10	1,02	8	-4	3,83	2
20724	Борский сельсовет	276915	11	263767	11	283915	9	-1	0	412705	11	0,95	16	49	0,75	19
20730	Сладковское сельское поселение	364339	19	412272.0	18	781697	17	397094.5	12	-1	0	0,94	14	8	2,33	37
20732	Хуторское сельское поселение	383950	7	275171	9	-1	0	-1	0	-1	0	0,72	3	-28	2,25	16
20733	Новоянкульский сельсовет	385236.5	8	452928.5	18	534039	17	473105.5	6	-1	0	1,12	14	22	1,75	25
20737	Село Воздвиженское	307004	11	467100.5	8	427382.0	12	581889	9	-1	0	1,37	14	89	2,67	25
20738	Дербетовский сельсовет	436836	17	481027	17	443625	17	622770	7	-1	0	1,47	14	42	1,0	41
20739	Село Родниковское	551288.5	10	453033	15	531503.5	10	-1	0	-1	0	1,33	7	-3	0,96	20
20740	Село Садовое	374951	15	533229	15	564042	15	-1	0	-1	0	1,41	7	50	2,33	30
20748	Покойненский сельсовет	499638.0	16	391656.0	20	602581.5	20	478003	9	-1	0	1,13	14	-4	6,0	33
20749	Преображенский сельсовет	367468.0	16	367186.0	16	427635	15	512761.5	6	-1	0	1,21	14	39	3,33	32
20756	Курбское сельское поселение	391314	25	376433.0	20	395851	17	412116.0	10	540951	11	1,25	16	38	3,0	44
20763	Зимнякское сельское поселение	170853	9	201786.5	8	249324	7	-1	0	-1	0	0,62	7	45	1,25	13
20768	Афанасьевский сельсовет	294363.0	30	325256.0	28	381062	17	383047.0	6	435801	7	1,01	16	48	3,0	37
20769	Бабинский сельсовет	233937	11	209637.0	6	224527	7	-1	0	-1	0	0,56	7	-4	1,58	16
20770	Башкатовский сельсовет	205614	11	213595.5	10	236855.5	10	-1	0	-1	0	0,59	7	15	2,29	24
20771	Быкановский сельсовет	159883	15	170905	11	191138.0	10	-1	0	-1	0	0,48	7	19	2,5	29
20772	Гридасовский сельсовет	-1	0	417001	11	333629	9	302858.0	6	335395.5	6	0,77	13	-19	4,0	22
20773	Зоринский сельсовет	319685.0	18	327593	29	404462	29	339007	9	380183.5	8	0,88	16	18	2,67	39
20775	Котельниковский сельсовет	-1	0	-1	0	400775	35	264641	9	291362	11	0,67	8	-27	2,62	22
20776	Рудавский сельсовет	403720.5	300	502124.5	272	589112.0	266	600331	271	546755	43	1,26	16	35	3,0	574
20777	Рыбино-Будский сельсовет	344452	13	-1	0	397144	21	-1	0	438805	11	1,01	16	27	4,42	6
20778	Усланский сельсовет	347700.0	22	-1	0	356510	19	228628	7	-1	0	0,54	14	-34	0,83	8
20781	Муниципальное образование «Ново-Ленино»	-1	0	-1	0	407560.0	12	416746.5	6	-1	0	0,98	6	2	3,33	9
20783	Андреевское сельское поселение	299312	13	300808.0	14	314681	13	346796.0	6	297130.0	12	0,69	16	0	0,5	35
20786	Балтийский сельсовет	294878.0	16	281726.5	16	315742.0	16	499525.0	6	-1	0	1,18	14	69	2,0	35
20788	Бурмакино	380978	23	393412.0	20	451974	19	-1	0	432594	13	1,0	16	13	0,0	35
20791	Галюгаевский сельсовет	-1	0	-1	0	319434.0	20	405475.0	8	-1	0	0,96	6	26	2,17	7
20797	Кановский сельсовет	303000	7	345803.0	10	341091.5	8	219060	7	-1	0	0,52	14	-27	4,38	10
20799	Курский сельсовет	461751.0	24	482504	27	532109	23	401827.0	14	-1	0	0,95	14	-12	2,67	53
20800	Манычское сельское муниципальное образование	-1	0	186196	9	201619.5	6	-1	0	-1	0	0,51	4	8	1,75	17
20801	Мирненский сельсовет	346827	11	254195.0	12	-1	0	-1	0	-1	0	0,66	3	-26	-0,83	10
20803	Мулинский сельсовет	-1	0	491731.5	16	-1	0	435560.5	6	-1	0	1,03	10	-11	None	None
20807	Охотинское сельское поселение	-1	0	-1	0	-1	0	439458.0	8	438280	7	1,01	2	0	2,0	21
20808	Полтавский сельсовет	403443.0	12	446862.0	12	413775.0	20	428901.0	10	-1	0	1,01	14	6	1,58	30
20811	Пятиизбянское сельское поселение	418800	13	359095.5	12	488172.0	14	-1	0	-1	0	1,22	7	16	1,0	26
20812	Ростовановский сельсовет	398122	11	447982.0	12	322382.0	14	360893.0	8	-1	0	0,85	14	-9	0,33	25
20813	Рощинский сельсовет	-1	0	306000	15	315000	13	349070	7	-1	0	0,82	10	14	2,88	20
20815	Гостицкое сельское поселение	419015.0	12	611799	9	453844.5	22	573969	9	679189	7	1,57	16	62	2,83	28
20817	Громовское сельское поселение	628503.0	10	640925	9	494735	21	-1	0	615856	7	1,42	16	-2	3,0	27
20818	Грузинское сельское поселение	474482.5	14	408417.5	12	412313.5	14	544325.0	6	-1	0	1,28	14	14	1,33	35
20822	Сухобузимский сельсовет	508438	13	580772.5	14	466591	13	-1	0	595677.0	14	1,38	16	17	2,21	28
20824	Балайский сельсовет	303843	11	466886	11	540052.5	8	-1	0	386939	9	0,89	16	27	3,0	19
20825	Лидское сельское поселение	465899	15	495167	15	535322.0	24	493740	17	602240.5	20	1,39	16	29	2,75	56
20837	Правовосточный сельсовет	-1	0	275525	9	317579	9	-1	0	410102.0	10	0,95	13	48	4,04	12
20838	Хорольское сельское поселение	467156	25	586134.5	20	562082	23	607249.0	22	-1	0	1,43	14	29	1,67	43
20839	Димский сельсовет	349092.0	10	-1	0	385579	7	-1	0	-1	0	0,97	7	10	2,92	8
20843	Степановское сельское поселение	281103.5	10	-1	0	344677.0	12	-1	0	-1	0	0,86	7	22	0,33	5
20844	Нижнеиволгинское сельское поселение	-1	0	-1	0	521874	11	556497	9	596783	9	1,38	8	14	2,25	12
20846	Тельмановский сельсовет	447059	7	475946.5	14	366478	11	341565	7	-1	0	0,81	14	-23	2,0	17
20848	Село Каменная Балка	636543.0	10	461211.5	14	553194.5	8	-1	0	-1	0	1,39	7	-13	0,0	17
20850	Русский сельсовет	319950.0	8	347029	17	394323.5	16	353856.5	10	-1	0	0,83	14	10	0,67	32
20854	Советское сельское поселение	338630	17	303067.0	8	284144	7	405654.5	8	378541.5	8	0,87	16	11	2,83	25
20855	Тёсово-Нетыльское сельское поселение	392176.0	20	429325.0	18	464832.5	14	-1	0	-1	0	1,16	7	18	5,5	27
20860	Кузьмичёвское сельское поселение	362287	43	363595	43	391906	43	-1	0	515378	35	1,19	16	42	0,75	73
20861	Куликовское сельское поселение	407550.5	6	392532.5	6	283824.5	6	-1	0	-1	0	0,71	7	-30	0,54	10
20867	Ключевский сельсовет	-1	0	327447.0	6	404740	7	-1	0	-1	0	1,01	4	23	6,75	8
20869	Быковский сельсовет	226675	9	217766	11	279243	7	-1	0	-1	0	0,7	7	23	0,5	19
20870	Нижнеборковский сельсовет	-1	0	368786.5	10	453910.0	10	-1	0	-1	0	1,14	4	23	3,75	13
20873	Сельское поселение «Ильинское»	-1	0	-1	0	-1	0	319796	7	359687.5	6	0,83	2	12	13,5	6
20874	Анненское сельское поселение	-1	0	329567.0	20	324091	13	-1	0	-1	0	0,81	4	-1	0,75	15
20875	Сельское поселение «Арахлейское»	364189.0	10	331564	9	307161	9	-1	0	-1	0	0,77	7	-15	1,83	15
20876	Сельское поселение Вожский	442050	11	455697	13	494219.0	12	-1	0	-1	0	1,24	7	11	1,62	18
20877	Новочеркасский сельсовет	178801	11	347910	15	396770.5	14	-1	0	-1	0	0,99	7	121	4,25	29
20879	Красноборское сельское поселение	-1	0	264451.0	10	293139	11	-1	0	-1	0	0,73	4	10	1,5	21
20880	Миголощское сельское поселение	232098.5	10	337168	9	203475.5	8	-1	0	-1	0	0,51	7	-12	0,83	19
20881	Морховское сельское поселение	254989	7	332972.5	6	276419.5	8	-1	0	-1	0	0,69	7	8	2,67	15
20883	Сельское поселение «Эгитуйское»	-1	0	328235.5	14	372000	7	-1	0	-1	0	0,93	4	13	0,25	7
20885	Сельское поселение «Кондинское»	-1	0	-1	0	240068.0	8	330497.5	6	-1	0	0,78	6	37	3,17	9
20889	Пестяковское сельское поселение	269032.5	10	292662.5	20	356757.0	16	277915.0	18	347960.0	6	0,8	16	29	1,5	36
20890	Елнатское сельское поселение	276104.5	14	247637	13	299593	13	233534	13	353055.5	6	0,82	16	27	0,0	35
20893	Чухломское сельское поселение	-1	0	-1	0	-1	0	251171.5	14	251171.5	14	0,58	2	0	-7,0	6
20895	Алексеевский сельсовет	348145	77	439876.0	32	474032.5	32	484000	31	595735	31	1,38	16	71	2,0	109
20896	Андреевский сельсовет	213469.0	14	-1	0	-1	0	-1	0	345867.0	10	0,8	16	62	1,5	13
20898	Егорьевский сельсовет	-1	0	-1	0	-1	0	329098.0	12	323765.0	8	0,75	2	-1	0,33	6
20900	Котовский сельсовет	252204	31	313102.5	30	286023.5	14	303683	41	419432	9	0,97	16	66	0,0	57
20901	Ореховский сельсовет	219950	23	260701	25	-1	0	339474	11	-1	0	0,8	14	54	2,83	34
20902	Семёновский сельсовет	235096	9	-1	0	-1	0	-1	0	296116.0	12	0,68	16	25	1,0	13
20904	Дъектиекское сельское поселение	-1	0	143704	7	286425.0	6	-1	0	-1	0	0,72	4	99	7,0	3
20905	Муниципальное образование «Боброво-Лявленское»	-1	0	610633	9	-1	0	424828.0	10	534934.5	8	1,24	13	-12	8,0	7
20906	Сельское поселение «Удинское»	-1	0	158163.5	10	398328	9	-1	0	-1	0	1,0	4	151	3,0	5
20913	Сельское поселение «Трубачёвское»	-1	0	-1	0	514105	9	383103.5	10	418856.0	10	0,97	8	-18	4,75	10
20917	Сельское поселение «Черемховское»	342543	9	-1	0	424097.0	12	365051.5	10	-1	0	0,86	14	6	4,08	12
20919	Село Воямполка	1011644	7	720224	7	806604.0	14	-1	0	1089572.5	8	2,52	16	7	3,04	10
20924	Нижнеграйворонский сельсовет	-1	0	288275	13	327143.5	10	351334.5	14	-1	0	0,83	10	21	1,38	18
20925	Новозахаркинское муниципальное образование	485556	13	459628.5	8	-1	0	-1	0	-1	0	1,2	3	-5	1,33	8
20930	Краснокоммунарский поссовет	406052.0	10	383607	9	566066.0	10	-1	0	-1	0	1,42	7	39	2,75	22
20931	Пристанционный сельсовет	-1	0	240125.5	12	252956	11	321772.0	10	-1	0	0,76	10	34	2,62	28
20936	Туголуковский сельсовет	224180.0	14	213000	9	222000	9	-1	0	-1	0	0,56	7	0	4,0	11
20937	Муниципальное образование сельского поселения «Нёбдино»	508881	7	486765	9	684900.5	12	-1	0	-1	0	1,72	7	34	4,5	18
20938	Муниципальное образование сельского поселения «Кебанъёль»	214494	7	358674.0	8	375196.5	10	-1	0	-1	0	0,94	7	74	9,25	19
20944	Ям-Тёсовское сельское поселение	-1	0	543658.0	6	544518.0	6	463495	7	687228	9	1,59	13	26	1,67	16
20945	Южный сельсовет	371645.0	10	394192.5	10	-1	0	-1	0	-1	0	1,03	3	6	0,67	10
20947	Уваровское сельское поселение	-1	0	-1	0	304943	11	285704.5	8	-1	0	0,67	6	-6	1,67	5
20948	Новогригорьевское сельское поселение	-1	0	235484.5	10	354204	7	372093.5	10	-1	0	0,88	10	58	0,83	15
20949	Лиственское сельское поселение	-1	0	-1	0	318283.0	10	345457	11	-1	0	0,81	6	8	2,08	18
20950	Косточковское сельское поселение	368230.0	10	417655	11	655694	11	-1	0	-1	0	1,64	7	78	4,33	25
20951	Ивановское сельское поселение	179825	9	375000	11	299098	9	261284	13	-1	0	0,62	14	45	1,62	22
20952	Митрофановское сельское поселение	-1	0	361971	9	491646.0	6	-1	0	-1	0	1,23	4	35	1,25	5
20953	Садовое сельское поселение	-1	0	400000	9	467000	9	490156	9	-1	0	1,16	10	22	4,0	17
20955	Акимовское сельское поселение	298293.5	6	-1	0	316844.0	6	404320	9	369075	11	0,85	16	23	1,0	21
20956	Пшеничненское сельское поселение	-1	0	542038	7	642480	7	-1	0	-1	0	1,61	4	18	1,0	11
20957	Дрофинское сельское поселение	-1	0	-1	0	475036.5	6	297538	15	-1	0	0,7	6	-37	0,75	13
20958	Емельяновское сельское поселение	-1	0	-1	0	220827	7	303651.5	8	-1	0	0,72	6	37	0,5	11
20959	Желябовское сельское поселение	312754.5	10	358631.5	10	409039	11	355727.0	10	-1	0	0,84	14	13	2,08	30
20960	Изобильненское сельское поселение	-1	0	-1	0	324962	9	337853.0	8	-1	0	0,8	6	3	0,17	8
20961	Чкаловское сельское поселение	387132.0	10	400087.5	10	-1	0	395076	13	-1	0	0,93	14	2	0,75	21
20984	Россошенское сельское поселение	-1	0	304976	13	333797	13	-1	0	-1	0	0,84	4	9	3,38	22
20986	Владимировский сельсовет	238156.5	16	296396	17	301704.5	16	412478	7	-1	0	0,97	14	73	2,25	35
20987	Кендже-Кулакский сельсовет	335831.0	14	428175	19	339533	15	339053.0	8	-1	0	0,8	14	0	0,67	32
20988	Красноманычский сельсовет	380812.0	16	488361.5	16	458289	15	-1	0	-1	0	1,15	7	20	1,25	31
20989	Куликово-Копанский сельсовет	320573	13	247542	9	241222.5	12	-1	0	-1	0	0,6	7	-24	2,25	17
20990	Кучерлинский сельсовет	340744	13	374308.0	16	490679.0	14	465134	7	-1	0	1,1	14	36	2,0	22
20991	Новокучерлинский сельсовет	298820.0	10	294431.5	12	361638.5	12	-1	0	-1	0	0,91	7	21	2,5	19
20992	Овощинский сельсовет	260527	9	419244	17	423913	15	312363	7	-1	0	0,74	14	19	1,12	24
20994	Труновский сельсовет	361807	21	456495	19	408659.5	8	433518.0	8	-1	0	1,02	14	19	2,08	34
20995	Верхнестепновский сельсовет	421379	7	498185	17	515860	17	523396	7	-1	0	1,23	14	24	0,62	30
20998	Верхнерусский сельсовет	265270.5	10	274152	11	425000	15	778276	7	-1	0	1,84	14	193	5,33	25
21005	Дёминский сельсовет	359082	15	413534.5	18	416567.0	18	490270.0	8	-1	0	1,16	14	36	2,75	39
21007	Казинский сельсовет	482003.0	14	397877.0	16	445072.0	16	509145.0	8	-1	0	1,2	14	5	0,25	36
21013	Цимлянский сельсовет	286713	19	352063.0	18	395204	19	395249	7	-1	0	0,93	14	37	3,21	38
21014	Круто-Хуторской сельсовет	283250.0	8	347678.0	10	357668.0	8	-1	0	-1	0	0,9	7	26	0,88	14
21015	Пружинский сельсовет	245802.5	8	313223.0	8	366519.0	8	-1	0	-1	0	0,92	7	49	2,67	17
21016	Троснянское сельское поселение	-1	0	348192	11	354675.5	12	-1	0	-1	0	0,89	4	1	1,33	15
21024	Барабинский районный суд	492521	83	467768.0	106	471528.5	104	565757	95	614430.5	100	1,42	16	24	2,0	317
21025	Бердский городской суд	520878.5	44	507574	47	550937.0	42	568974.0	40	614634.5	104	1,42	16	17	1,5	150
21026	Болотнинский районный суд	509293	19	509604.0	20	560043.0	20	714095.5	18	713801.5	20	1,65	16	40	1,88	72
21027	Венгеровский районный суд	-1	0	-1	0	667871.5	18	652843.0	18	-1	0	1,54	6	-2	1,33	31
21028	Дзержинский районный суд г. Новосибирска	510399.5	62	515016	69	496496.5	68	562287.0	68	590646	65	1,36	16	15	1,0	210
21029	Доволенский районный суд	456337	89	456385.5	90	465093.5	96	571195.0	82	594576	87	1,37	16	30	2,0	295
21030	Железнодорожный районный суд г. Новосибирска	457305.0	64	452555.0	60	460711	55	527519.0	60	598957.0	60	1,38	16	30	2,25	158
21031	Заельцовский районный суд г. Новосибирска	467360.0	66	480794	69	493210	61	553917	37	610990	51	1,41	16	30	2,5	169
21032	Искитимский районный суд	459743.5	46	429326	37	461939.5	38	548319.5	40	604071.0	32	1,4	16	31	1,5	126
21033	Калининский районный суд г. Новосибирска	469809	145	470806.0	144	492624.0	140	581938	133	622269.5	134	1,44	16	32	2,0	447
21034	Карасукский районный суд	474820	23	529163	19	501075.0	26	637530	29	672827	27	1,55	16	41	1,83	78
